Brand,Device,Parameter Type,Parameter Name,Value/MSB,LSB,Min,Max,Description
Modal Electronics,cobalt5s,CC,Sustain,86,,0,127,
Modal Electronics,cobalt5s,CC,Release,87,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot1 Depth,88,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot2 Depth,89,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot3 Depth,90,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot4 Depth,91,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot5 Depth,92,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot6 Depth,93,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot7 Depth,94,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot8 Depth,95,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot1 Source,100,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot2 Source,101,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot3 Source,102,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot4 Source,103,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot5 Source,104,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot6 Source,105,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot7 Source,106,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot8 Source,107,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot1 Dest,108,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot2 Dest,109,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot3 Dest,110,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot4 Dest,111,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot5 Dest,112,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot6 Dest,113,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot7 Dest,114,,0,127,
Modal Electronics,cobalt5s,CC,MOD Slot8 Dest,115,,0,127,
Modal Electronics,cobalt5s,CC,Touchpad X,117,,0,127,
Modal Electronics,cobalt5s,CC,Touchpad Y,118,,0,127,
Modal Electronics,cobalt5s,CC,Patch Gain,119,,0,127,
Modal Electronics,cobalt5s,CC,ALL Sound OFF,120,,0,127,
Modal Electronics,cobalt5s,CC,Reset ALL Controllers,121,,0,127,
Modal Electronics,cobalt5s,CC,ALL Notes OFF,123,,0,127,
Modal Electronics,cobalt5s,CC,Omni OFF,124,,0,127,
Modal Electronics,cobalt5s,CC,Omni ON,125,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Wheel,1,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Glide,5,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Headphone Volume,7,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Expression Pedal,11,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Distortion,12,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Delay,13,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Delay Time,14,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Delay Feedback,15,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Osc1 Wave,16,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Osc2 Wave,17,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Osc Mix,18,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Osc-Mod Amount,19,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Unison,20,,0,63,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Major,20,,64,64,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Minor,20,,71,71,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Major 6th,20,,78,78,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Sus 4th,20,,85,85,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: 5ths,20,,92,92,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: 5th + Oct,20,,99,99,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Oct +1 +2,20,,106,106,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Oct +1 -1,20,,113,113,
Modal Electronics,CRAFTsynth 2.0,CC,Spread: Oct -1 -2,20,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,FEG Attack,22,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,FEG Decay,23,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,FEG Sustain,24,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,FEG Release,25,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,AEG Attack,26,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,AEG Decay,27,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,AEG Sustain,28,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,AEG Release,29,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Osc2 Coarse Detune,30,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Osc2 Fine Detune,31,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,FEG Amount,32,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Morph,33,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Cutoff,34,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Resonance,35,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 1/16,36,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 1/8,36,,8,8,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 3/16,36,,16,16,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 1/4,36,,24,24,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 3/8,36,,32,32,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 1/2,36,,40,40,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 3/4,36,,48,48,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 1,36,,56,56,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 3/2,36,,64,64,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 2,36,,72,72,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 3,36,,80,80,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 4,36,,88,88,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 6,36,,96,96,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 8,36,,104,104,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 12,36,,112,112,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Rate: 16,36,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Depth,37,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Shape,39,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Octave,40,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Osc-Mod Mode,41,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,MEG Attack,43,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,MEG Decay,44,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,MEG Sustain,45,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,MEG Release,46,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 Rate,47,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 Depth,48,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 Shape,50,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,AEG Amount,51,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 MIDI Sync: Off,52,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 MIDI Sync: On,52,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 MIDI Sync: Off,54,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 MIDI Sync: On,54,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,Delay MIDI Sync: Off,55,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,Delay MIDI Sync: On,55,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Mode: Retrigger,56,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Mode: Free,56,,64,64,
Modal Electronics,CRAFTsynth 2.0,CC,LFO1 Mode: Single,56,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 Mode: Retrigger,57,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 Mode: Free,57,,64,64,
Modal Electronics,CRAFTsynth 2.0,CC,LFO2 Mode: Single,57,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,Arp Status: Off,58,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,Arp Status: On,58,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,Sustain Pedal: Off,64,,0,0,
Modal Electronics,CRAFTsynth 2.0,CC,Sustain Pedal: On,64,,127,127,
Modal Electronics,CRAFTsynth 2.0,CC,Scale,73,,0,7,
Modal Electronics,CRAFTsynth 2.0,CC,Root Note,79,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,All Envelope Attack,84,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,All Envelope Decay,85,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,All Envelope Sustain,86,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,All Envelope Release,87,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 1 Depth,88,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 2 Depth,89,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 3 Depth,90,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 4 Depth,91,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 5 Depth,92,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 6 Depth,93,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 7 Depth,94,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 8 Depth,95,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 1 Dest,101,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 2 Dest,102,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 3 Dest,103,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 4 Dest,104,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 5 Dest,105,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 6 Dest,106,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 7 Dest,107,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Mod Slot 8 Dest,108,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,All Sound Off,120,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Reset All Controllers,121,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,All Notes Off,123,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Omni Off,124,,0,127,
Modal Electronics,CRAFTsynth 2.0,CC,Omni On,125,,0,127,
Modal Electronics,craft,CC,Modulation Wheel,1,,0,127,
Modal Electronics,craft,CC,Glide,5,,0,127,
Modal Electronics,craft,CC,Headphone Volume,7,,0,127,
Modal Electronics,craft,CC,Expression Pedal,11,,0,127,
Modal Electronics,craft,CC,Distortion,12,,0,127,
Modal Electronics,craft,CC,Delay,13,,0,127,
Modal Electronics,craft,CC,Delay Time,14,,0,127,
Modal Electronics,craft,CC,Delay Feedback,15,,0,127,
Modal Electronics,craft,CC,Osc1 Wave,16,,0,127,
Modal Electronics,craft,CC,Osc2 Wave,17,,0,127,
Modal Electronics,craft,CC,Osc Mix,18,,0,127,
Modal Electronics,craft,CC,Osc-Mod Amount,19,,0,127,
Modal Electronics,craft,CC,Spread,20,,0,127,
Modal Electronics,craft,CC,FEG Attack,22,,0,127,
Modal Electronics,craft,CC,FEG Decay,23,,0,127,
Modal Electronics,craft,CC,FEG Sustain,24,,0,127,
Modal Electronics,craft,CC,FEG Release,25,,0,127,
Modal Electronics,craft,CC,AEG Attack,26,,0,127,
Modal Electronics,craft,CC,AEG Decay,27,,0,127,
Modal Electronics,craft,CC,AEG Sustain,28,,0,127,
Modal Electronics,craft,CC,AEG Release,29,,0,127,
Modal Electronics,craft,CC,Osc2 Course Detune,30,,0,127,
Modal Electronics,craft,CC,Osc2 Fine Detune,31,,0,127,
Modal Electronics,craft,CC,FEG Amount,32,,0,127,
Modal Electronics,craft,CC,Morph,33,,0,127,
Modal Electronics,craft,CC,Cutoff,34,,0,127,
Modal Electronics,craft,CC,Reso,35,,0,127,
Modal Electronics,craft,CC,LFO1 Depth,37,,0,127,
Modal Electronics,craft,CC,LFO1 Shape,39,,0,127,
Modal Electronics,craft,CC,Octave,40,,0,127,
Modal Electronics,craft,CC,Osc-Mod Mode,41,,0,127,
Modal Electronics,craft,CC,MEG Attack,43,,0,127,
Modal Electronics,craft,CC,MEG Decay,44,,0,127,
Modal Electronics,craft,CC,MEG Sustain,45,,0,127,
Modal Electronics,craft,CC,MEG Release,46,,0,127,
Modal Electronics,craft,CC,LFO2 Depth,48,,0,127,
Modal Electronics,craft,CC,LFO2 Shape,50,,0,127,
Modal Electronics,craft,CC,AEG Amount,51,,0,127,
Modal Electronics,craft,CC,LFO1 MIDI Sync,52,,0,127,
Modal Electronics,craft,CC,LFO2 MIDI Sync,54,,0,127,
Modal Electronics,craft,CC,Delay MIDI Sync,55,,0,127,
Modal Electronics,craft,CC,LFO1 Mode,56,,0,127,
Modal Electronics,craft,CC,LFO2 Mode,57,,0,127,
Modal Electronics,craft,CC,Arp Status,58,,0,127,
Modal Electronics,craft,CC,Sustain Pedal,64,,0,127,
Modal Electronics,skulpt,CC,Seq load,0,,0,63,
Modal Electronics,skulpt,CC,Modulation wheel,1,,0,63,
Modal Electronics,skulpt,CC,Glide,5,,0,127,
Modal Electronics,skulpt,CC,Headphone volume,7,,0,127,
Modal Electronics,skulpt,CC,Voice mode,9,,0,127,
Modal Electronics,skulpt,CC,Expression pedal,11,,0,63,
Modal Electronics,skulpt,CC,Distortion,12,,0,127,
Modal Electronics,skulpt,CC,Delay,13,,0,127,
Modal Electronics,skulpt,CC,Delay time,14,,0,127,
Modal Electronics,skulpt,CC,Delay feedback,15,,0,127,
Modal Electronics,skulpt,CC,OSC1 wave,16,,0,127,
Modal Electronics,skulpt,CC,OSC2 wave,17,,0,127,
Modal Electronics,skulpt,CC,OSC mix,18,,0,127,
Modal Electronics,skulpt,CC,FM amount,19,,0,127,
Modal Electronics,skulpt,CC,Spread,20,,0,127,
Modal Electronics,skulpt,CC,Chord mode,21,,0,127,
Modal Electronics,skulpt,CC,FEG attack,22,,0,127,
Modal Electronics,skulpt,CC,FEG decay,23,,0,127,
Modal Electronics,skulpt,CC,FEG sustain,24,,0,127,
Modal Electronics,skulpt,CC,FEG release,25,,0,127,
Modal Electronics,skulpt,CC,AEG attack,26,,0,127,
Modal Electronics,skulpt,CC,AEG decay,27,,0,127,
Modal Electronics,skulpt,CC,AEG sustain,28,,0,127,
Modal Electronics,skulpt,CC,AEG release,29,,0,127,
Modal Electronics,skulpt,CC,OSC2 course detune,30,,0,127,
Modal Electronics,skulpt,CC,OSC2 fine detune,31,,0,127,
Modal Electronics,skulpt,CC,FEG amount,32,,0,127,
Modal Electronics,skulpt,CC,Morph,33,,0,127,
Modal Electronics,skulpt,CC,Cutoff,34,,0,127,
Modal Electronics,skulpt,CC,Reso,35,,0,127,
Modal Electronics,skulpt,CC,LFO1 depth,37,,0,127,
Modal Electronics,skulpt,CC,LFO1 shape,39,,0,127,
Modal Electronics,skulpt,CC,Octave,40,,0,127,
Modal Electronics,skulpt,CC,MEG attack,43,,0,127,
Modal Electronics,skulpt,CC,MEG decay,44,,0,127,
Modal Electronics,skulpt,CC,MEG sustain,45,,0,127,
Modal Electronics,skulpt,CC,MEG release,46,,0,127,
Modal Electronics,skulpt,CC,LFO2 depth,48,,0,127,
Modal Electronics,skulpt,CC,MEG amount,49,,0,127,
Modal Electronics,skulpt,CC,LFO2 shape,50,,0,127,
Modal Electronics,skulpt,CC,AEG amount,51,,0,127,
Modal Electronics,skulpt,CC,LFO1 MIDI sync,52,,0,127,
Modal Electronics,skulpt,CC,Ring mod,53,,0,127,
Modal Electronics,skulpt,CC,LFO2 MIDI sync,54,,0,127,
Modal Electronics,skulpt,CC,Delay MIDI sync,55,,0,127,
Modal Electronics,skulpt,CC,LFO1 mode,56,,0,127,
Modal Electronics,skulpt,CC,LFO2 mode,57,,0,127,
Modal Electronics,skulpt,CC,Arp status,58,,0,127,
Modal Electronics,skulpt,CC,Arp octave,59,,0,127,
Modal Electronics,skulpt,CC,Arp direction,60,,0,127,
Modal Electronics,skulpt,CC,Arp division,61,,0,127,
Modal Electronics,skulpt,CC,Velo depth,62,,0,127,
Modal Electronics,skulpt,CC,Note depth,63,,0,127,
Modal Electronics,skulpt,CC,Sustain pedal,64,,0,127,
Modal Electronics,skulpt,CC,Aftertouch depth,65,,0,127,
Modal Electronics,skulpt,CC,Ext depth,66,,0,127,
Modal Electronics,skulpt,CC,Sequence length,67,,0,127,
Modal Electronics,skulpt,CC,Sequence hold,70,,0,127,
Modal Electronics,skulpt,CC,Sequence loop,71,,0,127,
Modal Electronics,skulpt,CC,Transpose,75,,0,127,
Modal Electronics,skulpt,CC,Swing,78,,0,127,
Modal Electronics,skulpt,CC,Anim 1 cc,80,,0,127,
Modal Electronics,skulpt,CC,Anim 2 cc,81,,0,127,
Modal Electronics,skulpt,CC,Anim 3 cc,82,,0,127,
Modal Electronics,skulpt,CC,Anim 4 cc,83,,0,127,
Modal Electronics,skulpt,CC,All envelope attack,84,,0,127,
Modal Electronics,skulpt,CC,All envelope decay,85,,0,127,
Modal Electronics,skulpt,CC,All envelope sustain,86,,0,127,
Modal Electronics,skulpt,CC,All envelope release,87,,0,127,
Modal Electronics,skulpt,CC,Mod slot 1 depth,88,,0,127,
Modal Electronics,skulpt,CC,Mod slot 2 depth,89,,0,127,
Modal Electronics,skulpt,CC,Mod slot 3 depth,90,,0,127,
Modal Electronics,skulpt,CC,Mod slot 4 depth,91,,0,127,
Modal Electronics,skulpt,CC,Mod slot 5 depth,92,,0,127,
Modal Electronics,skulpt,CC,Mod slot 6 depth,93,,0,127,
Modal Electronics,skulpt,CC,Mod slot 7 depth,94,,0,127,
Modal Electronics,skulpt,CC,Mod slot 8 depth,95,,0,127,
Modal Electronics,skulpt,CC,Mod wheel depth,96,,0,127,
Modal Electronics,skulpt,CC,Mod slot 1 source,101,,0,7,
Modal Electronics,skulpt,CC,Mod slot 2 source,102,,0,7,
Modal Electronics,skulpt,CC,Mod slot 3 source,103,,0,7,
Modal Electronics,skulpt,CC,Mod slot 4 source,104,,0,7,
Modal Electronics,skulpt,CC,Mod slot 5 source,105,,0,7,
Modal Electronics,skulpt,CC,Mod slot 6 source,106,,0,7,
Modal Electronics,skulpt,CC,Mod slot 7 source,107,,0,7,
Modal Electronics,skulpt,CC,Mod slot 8 source,108,,0,7,
Modal Electronics,skulpt,CC,Mod slot 1 dest,111,,0,36,
Modal Electronics,skulpt,CC,Mod slot 2 dest,112,,0,36,
Modal Electronics,skulpt,CC,Mod slot 3 dest,113,,0,36,
Modal Electronics,skulpt,CC,Mod slot 4 dest,114,,0,36,
Modal Electronics,skulpt,CC,Mod slot 5 dest,115,,0,36,
Modal Electronics,skulpt,CC,Mod slot 6 dest,116,,0,36,
Modal Electronics,skulpt,CC,Mod slot 7 dest,117,,0,36,
Modal Electronics,skulpt,CC,Mod slot 8 dest,118,,0,36,
Modal Electronics,skulpt,CC,Randomise patch,121,,0,1,
Modal Electronics,002R,CC,Mod Wheel,1,,0,127,
Modal Electronics,002R,CC,OSC1 Wave,2,,0,55,
Modal Electronics,002R,CC,OSC1 PW: Off,3,,0,0,
Modal Electronics,002R,CC,OSC1 PW: On,3,,127,127,
Modal Electronics,002R,CC,OSC1 Note,4,,0,48,
Modal Electronics,002R,CC,KEYB Glide,5,,0,127,
Modal Electronics,002R,CC,VCA Amount,7,,0,127,
Modal Electronics,002R,CC,OSC2 Detune,8,,0,127,
Modal Electronics,002R,CC,OSC2 PW: Off,9,,0,0,
Modal Electronics,002R,CC,OSC2 PW: On,9,,127,127,
Modal Electronics,002R,CC,OSC Sync: Off,10,,0,0,
Modal Electronics,002R,CC,OSC Sync: On,10,,127,127,
Modal Electronics,002R,CC,OSC SubWav: Off,11,,0,0,
Modal Electronics,002R,CC,OSC SubWav: On,11,,127,127,
Modal Electronics,002R,CC,OSC DeRez: Off,12,,0,0,
Modal Electronics,002R,CC,OSC DeRez: On,12,,127,127,
Modal Electronics,002R,CC,Mix Drive,13,,0,127,
Modal Electronics,002R,CC,Mix OSC1,14,,0,127,
Modal Electronics,002R,CC,Mix Sub1,15,,0,127,
Modal Electronics,002R,CC,Mix OSC2,16,,0,127,
Modal Electronics,002R,CC,Mix Sub2,17,,0,127,
Modal Electronics,002R,CC,Mix Ext In,18,,0,127,
Modal Electronics,002R,CC,VCF Resonance,19,,0,127,
Modal Electronics,002R,CC,VCF Velocity,20,,0,127,
Modal Electronics,002R,CC,VCF EG,21,,0,127,
Modal Electronics,002R,CC,VCF EG Attack,22,,0,127,
Modal Electronics,002R,CC,VCF EG Decay,23,,0,127,
Modal Electronics,002R,CC,VCF EG Sustain,24,,0,127,
Modal Electronics,002R,CC,VCF EG Release,25,,0,127,
Modal Electronics,002R,CC,VCA EG Attack,26,,0,127,
Modal Electronics,002R,CC,VCA EG Decay,27,,0,127,
Modal Electronics,002R,CC,VCA EG Sustain,28,,0,127,
Modal Electronics,002R,CC,VCA EG Release,29,,0,127,
Modal Electronics,002R,CC,OSC2 Note,30,,0,48,
Modal Electronics,002R,CC,VCF Note,31,,0,127,
Modal Electronics,002R,CC,VELO Depth,33,,0,127,
Modal Electronics,002R,CC,Note Depth,34,,0,127,
Modal Electronics,002R,CC,Mod Wheel Depth,35,,0,127,
Modal Electronics,002R,CC,LFO1 Rate,36,,0,127,
Modal Electronics,002R,CC,LFO1 Depth,37,,0,127,
Modal Electronics,002R,CC,LFO1 Osc1: Off,39,,0,0,
Modal Electronics,002R,CC,LFO1 Osc1: On,39,,127,127,
Modal Electronics,002R,CC,LFO1 Osc2: Off,40,,0,0,
Modal Electronics,002R,CC,LFO1 Osc2: On,40,,127,127,
Modal Electronics,002R,CC,LFO1 Wave 1: Off,41,,0,0,
Modal Electronics,002R,CC,LFO1 Wave 1: On,41,,127,127,
Modal Electronics,002R,CC,LFO1 Wave 2: Off,42,,0,0,
Modal Electronics,002R,CC,LFO1 Wave 2: On,42,,127,127,
Modal Electronics,002R,CC,LFO1 Slope: Off,43,,0,0,
Modal Electronics,002R,CC,LFO1 Slope: On,43,,127,127,
Modal Electronics,002R,CC,LFO1 Cutoff: Off,44,,0,0,
Modal Electronics,002R,CC,LFO1 Cutoff: On,44,,127,127,
Modal Electronics,002R,CC,LFO1 Drive: Off,45,,0,0,
Modal Electronics,002R,CC,LFO1 Drive: On,45,,127,127,
Modal Electronics,002R,CC,LFO1 VCA: Off,46,,0,0,
Modal Electronics,002R,CC,LFO1 VCA: On,46,,127,127,
Modal Electronics,002R,CC,LFO2 Rate,47,,0,127,
Modal Electronics,002R,CC,LFO2 Depth,48,,0,127,
Modal Electronics,002R,CC,LFO2 Note,49,,13,113,
Modal Electronics,002R,CC,LFO2 Wave,50,,0,3,
Modal Electronics,002R,CC,LFO2 Osc1: Off,51,,0,0,
Modal Electronics,002R,CC,LFO2 Osc1: On,51,,127,127,
Modal Electronics,002R,CC,LFO2 Osc2: Off,52,,0,0,
Modal Electronics,002R,CC,LFO2 Osc2: On,52,,127,127,
Modal Electronics,002R,CC,LFO2 Wave 1: Off,53,,0,0,
Modal Electronics,002R,CC,LFO2 Wave 1: On,53,,127,127,
Modal Electronics,002R,CC,LFO2 Wave 2: Off,54,,0,0,
Modal Electronics,002R,CC,LFO2 Wave 2: On,54,,127,127,
Modal Electronics,002R,CC,LFO2 Slope: Off,55,,0,0,
Modal Electronics,002R,CC,LFO2 Slope: On,55,,127,127,
Modal Electronics,002R,CC,LFO2 Resonance: Off,56,,0,0,
Modal Electronics,002R,CC,LFO2 Resonance: On,56,,127,127,
Modal Electronics,002R,CC,LFO2 Drive: Off,57,,0,0,
Modal Electronics,002R,CC,LFO2 Drive: On,57,,127,127,
Modal Electronics,002R,CC,LFO2 VCA: Off,58,,0,0,
Modal Electronics,002R,CC,LFO2 VCA: On,58,,127,127,
Modal Electronics,002R,CC,LFO2 Sngl: Off,59,,0,0,
Modal Electronics,002R,CC,LFO2 Sngl: On,59,,127,127,
Modal Electronics,002R,CC,VELO Osc1: Off,60,,0,0,
Modal Electronics,002R,CC,VELO Osc1: On,60,,127,127,
Modal Electronics,002R,CC,VELO Osc2: Off,61,,0,0,
Modal Electronics,002R,CC,VELO Osc2: On,61,,127,127,
Modal Electronics,002R,CC,VELO Wave 1: Off,62,,0,0,
Modal Electronics,002R,CC,VELO Wave 1: On,62,,127,127,
Modal Electronics,002R,CC,VELO Wave 2: Off,63,,0,0,
Modal Electronics,002R,CC,VELO Wave 2: On,63,,127,127,
Modal Electronics,002R,CC,Sustain Pedal: Off,64,,0,0,
Modal Electronics,002R,CC,Sustain Pedal: On,64,,127,127,
Modal Electronics,002R,CC,VELO Resonance: Off,65,,0,0,
Modal Electronics,002R,CC,VELO Resonance: On,65,,127,127,
Modal Electronics,002R,CC,VELO Drive: Off,66,,0,0,
Modal Electronics,002R,CC,VELO Drive: On,66,,127,127,
Modal Electronics,002R,CC,VELO VCA: Off,67,,0,0,
Modal Electronics,002R,CC,VELO VCA: On,67,,127,127,
Modal Electronics,002R,CC,Note OSC1: Off,68,,0,0,
Modal Electronics,002R,CC,Note OSC1: On,68,,127,127,
Modal Electronics,002R,CC,Note OSC2: Off,69,,0,0,
Modal Electronics,002R,CC,Note OSC2: On,69,,127,127,
Modal Electronics,002R,CC,Note Wave 1: Off,70,,0,0,
Modal Electronics,002R,CC,Note Wave 1: On,70,,127,127,
Modal Electronics,002R,CC,Joy X+ Depth,71,,3,123,
Modal Electronics,002R,CC,Note Wave 2: Off,72,,0,0,
Modal Electronics,002R,CC,Note Wave 2: On,72,,127,127,
Modal Electronics,002R,CC,Note Slope: Off,73,,0,0,
Modal Electronics,002R,CC,Note Slope: On,73,,127,127,
Modal Electronics,002R,CC,VCF Cutoff,74,,0,127,
Modal Electronics,002R,CC,Note Resonance: Off,75,,0,0,
Modal Electronics,002R,CC,Note Resonance: On,75,,127,127,
Modal Electronics,002R,CC,Note Drive: Off,76,,0,0,
Modal Electronics,002R,CC,Note Drive: On,76,,127,127,
Modal Electronics,002R,CC,Note VCA: Off,77,,0,0,
Modal Electronics,002R,CC,Note VCA: On,77,,127,127,
Modal Electronics,002R,CC,Mod Wheel OSC1: Off,78,,0,0,
Modal Electronics,002R,CC,Mod Wheel OSC1: On,78,,127,127,
Modal Electronics,002R,CC,Mod Wheel OSC2: Off,79,,0,0,
Modal Electronics,002R,CC,Mod Wheel OSC2: On,79,,127,127,
Modal Electronics,002R,CC,Mod Wheel Wave 1: Off,80,,0,0,
Modal Electronics,002R,CC,Mod Wheel Wave 1: On,80,,127,127,
